SaleDate,CustomerType,Area,Category,SaleAmount,SaleYear
08/23/15,Contractor,South,Materials,35.78,2015
08/23/15,Home Builder,East,Materials,3.72,2015
08/23/15,Home Builder,East,Materials,663.09,2015
08/23/15,Home Builder,East,Materials,101.58,2015
08/23/15,Home Builder,East,Landscaping,51.55,2015
08/23/15,Home Builder,West,Tools,571.21,2015
08/23/15,Contractor,West,Landscaping,598.13,2015
08/23/15,Contractor,East,Tools,640.35,2015
08/23/15,Contractor,East,Tools,27.02,2015
08/24/15,Contractor,East,Materials,50.32,2015
08/24/15,Home Builder,East,Materials,17.68,2015
08/25/15,Consumer,South,Appliances,251.96,2015
08/25/15,Consumer,Mid-Town,Electrical,31.73,2015
08/25/15,Consumer,Mid-Town,Materials,10.45,2015
08/25/15,Consumer,Mid-Town,Materials,12.08,2015
08/25/15,Consumer,Mid-Town,Materials,6.00,2015
08/25/15,Consumer,South,Materials,543.27,2015
08/25/15,Consumer,South,Materials,8.74,2015
08/25/15,Consumer,South,Materials,193.87,2015
08/25/15,Consumer,South,Materials,21.45,2015
08/25/15,Consumer,South,Materials,97.96,2015
08/25/15,Consumer,South,Materials,26.09,2015
08/26/15,Contractor,East,Appliances,127.04,2015
08/26/15,Consumer,South,Appliances,3080.24,2015
08/26/15,Consumer,South,Appliances,180.17,2015
08/26/15,Consumer,South,Appliances,588.09,2015
08/26/15,Consumer,East,Appliances,127.22,2015
08/26/15,Consumer,Mid-Town,Materials,1029.41,2015
08/26/15,Consumer,Mid-Town,Materials,724.10,2015
08/26/15,Consumer,Mid-Town,Materials,2.83,2015
08/26/15,Consumer,West,Materials,7.38,2015
08/26/15,Consumer,East,Materials,7.12,2015
08/26/15,Consumer,East,Materials,435.62,2015
08/26/15,Consumer,Mid-Town,Tools,937.16,2015
08/26/15,Contractor,East,Tools,290.05,2015
08/26/15,Consumer,East,Tools,15.15,2015
08/27/15,Home Builder,West,Materials,113.38,2015
08/27/15,Consumer,Mid-Town,Materials,3.91,2015
08/27/15,Home Builder,West,Tools,42.42,2015
08/27/15,Consumer,Mid-Town,Tools,20.33,2015
08/27/15,Consumer,Mid-Town,Tools,7.90,2015
08/29/15,Consumer,West,Materials,484.72,2015
08/29/15,Consumer,West,Materials,33.15,2015
08/29/15,Consumer,West,Materials,114.44,2015
08/29/15,Consumer,West,Materials,3.29,2015
08/29/15,Home Builder,West,Materials,5.31,2015
08/30/15,Contractor,Mid-Town,Appliances,2883.96,2015
08/30/15,Consumer,West,Appliances,145.33,2015
08/30/15,Contractor,Mid-Town,Appliances,1099.98,2015
08/30/15,Consumer,West,Materials,954.81,2015
08/30/15,Consumer,West,Materials,779.84,2015
08/30/15,Consumer,West,Materials,41.77,2015
08/30/15,Contractor,East,Materials,470.41,2015
08/30/15,Consumer,West,Tools,319.97,2015
08/30/15,Consumer,West,Tools,4.37,2015
08/30/15,Contractor,Mid-Town,Tools,105.55,2015
08/31/15,Home Builder,Mid-Town,Appliances,134.62,2015
08/31/15,Home Builder,Mid-Town,Appliances,119.10,2015
09/02/15,Contractor,West,Appliances,136.63,2015
09/02/15,Contractor,West,Appliances,240.26,2015
09/02/15,Home Builder,West,Appliances,556.20,2015
09/02/15,Consumer,West,Electrical,58.58,2015
09/02/15,Contractor,West,Materials,137.45,2015
09/02/15,Home Builder,Mid-Town,Materials,21.06,2015
09/02/15,Contractor,West,Tools,1553.07,2015
09/03/15,Consumer,West,Appliances,960.08,2015
09/03/15,Consumer,West,Materials,5.08,2015
09/03/15,Consumer,West,Materials,14.44,2015
09/03/15,Home Builder,East,Materials,114.88,2015
09/03/15,Home Builder,East,Materials,1089.09,2015
09/03/15,Home Builder,East,Tools,61.00,2015
09/03/15,Home Builder,East,Tools,124.57,2015
09/05/15,Contractor,West,Appliances,117.95,2015
09/05/15,Contractor,West,Appliances,129.68,2015
09/05/15,Contractor,East,Appliances,100.72,2015
09/05/15,Contractor,South,Materials,209.02,2015
09/05/15,Consumer,East,Materials,38.88,2015
09/05/15,Consumer,East,Materials,692.90,2015
09/05/15,Consumer,East,Materials,56.19,2015
09/05/15,Contractor,West,Materials,31.52,2015
09/05/15,Contractor,East,Materials,137.67,2015
09/05/15,Contractor,East,Materials,120.66,2015
09/05/15,Home Builder,West,Materials,6.50,2015
09/05/15,Consumer,Mid-Town,Materials,7.78,2015
09/05/15,Home Builder,West,Tools,129.59,2015
09/05/15,Contractor,West,Tools,254.82,2015
09/06/15,Consumer,South,Appliances,620.07,2015
09/06/15,Contractor,Mid-Town,Appliances,138.41,2015
09/06/15,Consumer,South,Materials,280.11,2015
09/06/15,Consumer,South,Materials,4.64,2015
09/06/15,Consumer,South,Materials,15.54,2015
09/06/15,Contractor,West,Materials,9.84,2015
09/06/15,Contractor,East,Materials,7.71,2015
09/07/15,Consumer,West,Materials,29.61,2015
09/07/15,Home Builder,Mid-Town,Materials,16.53,2015
09/07/15,Home Builder,Mid-Town,Materials,69.33,2015
09/07/15,Home Builder,Mid-Town,Materials,4.80,2015
09/07/15,Contractor,Mid-Town,Materials,39.42,2015
09/07/15,Consumer,West,Tools,411.56,2015
09/07/15,Consumer,West,Tools,293.22,2015
09/07/15,Contractor,Mid-Town,Tools,6.41,2015
09/07/15,Home Builder,South,Tools,68.01,2015
09/08/15,Contractor,West,Appliances,146.53,2015
09/08/15,Contractor,East,Appliances,354.88,2015
09/08/15,Home Builder,West,Landscaping,6.15,2015
09/08/15,Contractor,South,Materials,7.60,2015
09/08/15,Home Builder,South,Materials,3.65,2015
09/08/15,Contractor,East,Materials,8.47,2015
09/08/15,Contractor,South,Materials,48.02,2015
09/08/15,Home Builder,West,Electrical,192.05,2015
09/08/15,Home Builder,East,Tools,290.79,2015
09/08/15,Consumer,South,Electrical,86.10,2015
09/09/15,Contractor,East,Appliances,792.04,2015
09/09/15,Home Builder,East,Appliances,599.13,2015
09/09/15,Contractor,East,Appliances,190.33,2015
09/09/15,Consumer,West,Materials,685.37,2015
09/09/15,Consumer,East,Materials,14.17,2015
09/09/15,Contractor,East,Materials,9.57,2015
09/09/15,Contractor,East,Materials,4.97,2015
09/09/15,Contractor,South,Materials,140.95,2015
09/09/15,Contractor,East,Materials,70.47,2015
09/09/15,Contractor,East,Materials,6.20,2015
09/09/15,Contractor,East,Materials,7.29,2015
09/09/15,Consumer,Mid-Town,Tools,47.54,2015
09/09/15,Consumer,East,Tools,27.53,2015
09/09/15,Contractor,East,Tools,481.25,2015
09/10/15,Consumer,West,Materials,26.93,2015
09/10/15,Consumer,West,Materials,43.56,2015
09/10/15,Contractor,South,Tools,21.57,2015
09/12/15,Consumer,West,Materials,51.75,2015
09/12/15,Consumer,Mid-Town,Materials,15.15,2015
09/12/15,Contractor,East,Materials,62.20,2015
09/12/15,Contractor,East,Materials,278.94,2015
09/12/15,Consumer,West,Materials,378.65,2015
09/12/15,Consumer,East,Materials,6.36,2015
09/12/15,Contractor,East,Tools,362.17,2015
09/12/15,Contractor,West,Tools,114.15,2015
09/12/15,Contractor,Mid-Town,Tools,179.97,2015
09/13/15,Contractor,East,Appliances,120.04,2015
09/13/15,Consumer,West,Materials,181.37,2015
09/13/15,Consumer,West,Materials,8.81,2015
09/13/15,Contractor,West,Materials,265.93,2015
09/13/15,Contractor,East,Materials,78.88,2015
09/13/15,Contractor,East,Materials,772.91,2015
09/13/15,Home Builder,East,Materials,31.07,2015
09/13/15,Home Builder,East,Materials,217.98,2015
09/13/15,Home Builder,East,Materials,118.81,2015
09/13/15,Home Builder,East,Materials,40.44,2015
09/13/15,Contractor,East,Tools,210.73,2015
09/13/15,Contractor,West,Tools,24.87,2015
09/13/15,Home Builder,East,Electrical,9.10,2015
09/14/15,Consumer,East,Appliances,480.03,2015
09/14/15,Consumer,West,Appliances,122.22,2015
09/14/15,Consumer,East,Materials,12.68,2015
09/14/15,Consumer,East,Materials,9.91,2015
09/14/15,Consumer,East,Materials,107.04,2015
09/14/15,Consumer,East,Materials,1.30,2015
09/14/15,Consumer,East,Materials,20.91,2015
09/14/15,Consumer,East,Materials,29.14,2015
09/14/15,Consumer,East,Materials,27.39,2015
09/15/15,Consumer,Mid-Town,Appliances,200.20,2015
09/15/15,Consumer,East,Materials,2.58,2015
09/15/15,Consumer,South,Materials,70.19,2015
09/15/15,Consumer,Mid-Town,Materials,8.06,2015
09/15/15,Consumer,South,Materials,13.21,2015
09/15/15,Contractor,West,Materials,25.36,2015
09/15/15,Contractor,West,Materials,209.78,2015
09/15/15,Consumer,Mid-Town,Tools,1516.41,2015
09/15/15,Consumer,South,Tools,130.21,2015
09/15/15,Consumer,Mid-Town,Tools,170.28,2015
09/15/15,Contractor,West,Tools,132.09,2015
09/15/15,Contractor,West,Tools,717.82,2015
09/15/15,Contractor,West,Tools,207.42,2015
09/15/15,Contractor,West,Tools,44.72,2015
09/16/15,Consumer,East,Appliances,897.58,2015
09/16/15,Consumer,South,Materials,288.35,2015
09/16/15,Consumer,East,Materials,991.22,2015
09/16/15,Consumer,East,Materials,13.48,2015
09/16/15,Home Builder,Mid-Town,Materials,25.97,2015
09/16/15,Consumer,West,Tools,949.26,2015
09/16/15,Contractor,West,Tools,170.19,2015
09/17/15,Consumer,South,Appliances,160.04,2015
09/17/15,Contractor,South,Materials,15.71,2015
09/17/15,Contractor,South,Materials,24.88,2015
09/17/15,Consumer,Mid-Town,Materials,190.98,2015
09/17/15,Consumer,Mid-Town,Materials,24.60,2015
09/17/15,Contractor,East,Materials,79.89,2015
09/17/15,Contractor,East,Materials,13.48,2015
09/17/15,Contractor,East,Materials,3.61,2015
09/17/15,Contractor,East,Materials,154.54,2015
09/17/15,Contractor,South,Tools,16.50,2015
09/17/15,Contractor,South,Tools,56.21,2015
09/17/15,Contractor,East,Tools,47.31,2015
09/17/15,Consumer,South,Tools,802.06,2015
09/17/15,Consumer,South,Tools,1056.91,2015
09/18/15,Consumer,South,Materials,32.36,2015
09/19/15,Consumer,South,Appliances,187.27,2015
09/19/15,Consumer,East,Appliances,218.37,2015
09/19/15,Consumer,East,Appliances,706.09,2015
09/19/15,Consumer,East,Appliances,171.19,2015
09/19/15,Consumer,East,Materials,9.71,2015
09/19/15,Consumer,East,Electrical,3.47,2015
09/19/15,Consumer,East,Materials,86.54,2015
09/19/15,Consumer,East,Electrical,7.07,2015
09/19/15,Consumer,East,Materials,15.88,2015
09/19/15,Home Builder,West,Electrical,34.67,2015
09/19/15,Contractor,Mid-Town,Materials,6.64,2015
09/19/15,Contractor,West,Materials,25.26,2015
09/19/15,Consumer,East,Materials,15.65,2015
09/19/15,Consumer,East,Materials,87.92,2015
09/19/15,Consumer,East,Materials,94.81,2015
09/19/15,Consumer,East,Materials,112.07,2015
09/19/15,Consumer,East,Tools,3299.27,2015
09/19/15,Consumer,East,Tools,130.41,2015
09/19/15,Contractor,Mid-Town,Tools,22.02,2015
09/19/15,Home Builder,East,Tools,351.10,2015
09/19/15,Consumer,East,Tools,200.00,2015
09/19/15,Consumer,East,Tools,4228.82,2015
09/19/15,Consumer,East,Tools,2144.19,2015
09/20/15,Contractor,East,Appliances,524.99,2015
09/20/15,Contractor,East,Appliances,1260.14,2015
09/20/15,Contractor,South,Appliances,717.35,2015
09/20/15,Consumer,West,Materials,160.82,2015
09/20/15,Consumer,West,Materials,19.99,2015
09/20/15,Consumer,West,Materials,7.35,2015
09/20/15,Contractor,East,Materials,44.90,2015
09/20/15,Contractor,East,Materials,643.23,2015
09/20/15,Contractor,East,Materials,65.32,2015
09/20/15,Contractor,West,Materials,11.91,2015
09/20/15,Contractor,West,Materials,17.41,2015
09/20/15,Home Builder,West,Materials,19.47,2015
09/20/15,Consumer,West,Materials,443.94,2015
09/20/15,Contractor,West,Tools,24.42,2015
09/21/15,Contractor,South,Appliances,166.60,2015
09/21/15,Consumer,East,Appliances,279.91,2015
09/21/15,Contractor,West,Materials,23.17,2015
09/21/15,Home Builder,West,Materials,8.48,2015
09/21/15,Home Builder,South,Tools,62.01,2015
09/21/15,Home Builder,West,Tools,61.17,2015
09/22/15,Consumer,East,Materials,37.89,2015
09/22/15,Contractor,East,Materials,61.64,2015
09/22/15,Contractor,East,Materials,24.66,2015
09/22/15,Consumer,South,Materials,1369.84,2015
09/22/15,Consumer,South,Materials,294.42,2015
09/22/15,Consumer,West,Materials,47.86,2015
09/22/15,Consumer,Mid-Town,Materials,3.04,2015
09/23/15,Contractor,Mid-Town,Appliances,946.62,2015
09/23/15,Contractor,Mid-Town,Appliances,151.46,2015
09/23/15,Home Builder,East,Appliances,589.92,2015
09/23/15,Consumer,South,Appliances,630.16,2015
09/23/15,Consumer,South,Appliances,113.85,2015
09/23/15,Consumer,West,Materials,199.86,2015
09/23/15,Home Builder,West,Materials,8.22,2015
09/23/15,Contractor,Mid-Town,Materials,26.07,2015
09/23/15,Consumer,South,Electrical,86.82,2015
09/23/15,Consumer,South,Materials,128.06,2015
09/23/15,Consumer,South,Materials,24.13,2015
09/23/15,Consumer,South,Materials,64.20,2015
09/23/15,Consumer,South,Materials,14.88,2015
09/23/15,Consumer,South,Materials,888.10,2015
09/23/15,Contractor,Mid-Town,Tools,5.14,2015
09/23/15,Home Builder,West,Tools,613.57,2015
09/23/15,Contractor,Mid-Town,Tools,194.37,2015
09/23/15,Home Builder,East,Tools,89.57,2015
09/23/15,Home Builder,East,Tools,553.80,2015
09/23/15,Consumer,South,Tools,1808.34,2015
09/24/15,Consumer,East,Appliances,648.87,2015
09/24/15,Home Builder,South,Materials,33.70,2015
09/24/15,Home Builder,South,Materials,12.21,2015
09/24/15,Home Builder,South,Materials,720.39,2015
09/24/15,Home Builder,South,Materials,25.52,2015
09/24/15,Home Builder,South,Materials,2.89,2015
09/24/15,Home Builder,South,Materials,3.25,2015
09/24/15,Consumer,East,Materials,56.16,2015
09/24/15,Contractor,West,Materials,62.05,2015
09/24/15,Consumer,West,Tools,218.92,2015
09/24/15,Home Builder,South,Tools,51.34,2015
09/26/15,Home Builder,Mid-Town,Appliances,822.22,2015
09/26/15,Consumer,West,Appliances,135.22,2015
09/26/15,Consumer,West,Appliances,124.82,2015
09/26/15,Contractor,East,Materials,7.06,2015
09/26/15,Home Builder,Mid-Town,Materials,15.48,2015
09/26/15,Consumer,West,Materials,35.98,2015
09/26/15,Consumer,West,Materials,15.25,2015
09/26/15,Contractor,West,Materials,1239.19,2015
09/26/15,Consumer,West,Materials,15.16,2015
09/26/15,Consumer,West,Materials,16.63,2015
09/26/15,Consumer,East,Materials,6.93,2015
09/26/15,Consumer,East,Materials,33.59,2015
09/26/15,Consumer,East,Materials,16.16,2015
09/26/15,Consumer,East,Materials,25.40,2015
09/26/15,Consumer,East,Materials,18.32,2015
09/26/15,Consumer,East,Materials,40.38,2015
09/26/15,Consumer,South,Tools,517.71,2015
09/26/15,Home Builder,Mid-Town,Tools,1408.31,2015
09/26/15,Contractor,West,Tools,15.03,2015
09/27/15,Home Builder,East,Appliances,164.01,2015
09/27/15,Home Builder,East,Appliances,105.03,2015
09/27/15,Contractor,East,Appliances,900.12,2015
09/27/15,Contractor,West,Landscaping,160.19,2015
09/27/15,Home Builder,East,Materials,14.54,2015
09/27/15,Consumer,West,Materials,17.83,2015
09/27/15,Consumer,East,Materials,70.68,2015
09/27/15,Consumer,East,Electrical,10.81,2015
09/27/15,Consumer,East,Materials,45.76,2015
09/27/15,Consumer,East,Materials,6.75,2015
09/27/15,Consumer,Mid-Town,Materials,137.76,2015
09/27/15,Contractor,West,Materials,12.86,2015
09/27/15,Contractor,South,Materials,6.46,2015
09/27/15,Contractor,South,Materials,10.90,2015
09/27/15,Contractor,South,Materials,2.64,2015
09/27/15,Contractor,South,Materials,3.30,2015
09/27/15,Consumer,East,Materials,20.44,2015
09/27/15,Consumer,East,Materials,3.19,2015
09/27/15,Consumer,West,Tools,1044.65,2015
09/27/15,Contractor,West,Tools,307.42,2015
09/27/15,Consumer,East,Tools,102.60,2015
09/28/15,Consumer,Mid-Town,Appliances,1114.48,2015
09/28/15,Consumer,West,Appliances,246.99,2015
09/28/15,Contractor,West,Appliances,264.01,2015
09/28/15,Consumer,East,Appliances,148.19,2015
09/28/15,Consumer,East,Appliances,150.12,2015
09/28/15,Consumer,East,Appliances,630.14,2015
09/28/15,Consumer,Mid-Town,Materials,2.13,2015
09/28/15,Consumer,West,Materials,141.99,2015
09/28/15,Consumer,West,Materials,31.12,2015
09/28/15,Contractor,West,Materials,86.60,2015
09/28/15,Contractor,West,Materials,72.69,2015
09/28/15,Contractor,West,Materials,60.74,2015
09/28/15,Contractor,West,Materials,77.08,2015
09/28/15,Contractor,West,Materials,119.98,2015
09/28/15,Contractor,West,Materials,363.88,2015
09/28/15,Consumer,East,Materials,122.32,2015
09/28/15,Home Builder,West,Materials,64.41,2015
09/28/15,Home Builder,West,Materials,124.67,2015
09/28/15,Consumer,East,Materials,36.16,2015
09/28/15,Consumer,East,Materials,79.30,2015
09/29/15,Consumer,South,Appliances,1928.04,2015
09/29/15,Consumer,Mid-Town,Materials,15.31,2015
09/29/15,Home Builder,West,Materials,15.67,2015
09/29/15,Home Builder,West,Materials,154.16,2015
09/29/15,Home Builder,West,Materials,13.17,2015
09/29/15,Contractor,Mid-Town,Materials,16.89,2015
09/29/15,Contractor,Mid-Town,Materials,25.94,2015
09/29/15,Consumer,South,Materials,155.13,2015
09/29/15,Contractor,West,Materials,102.18,2015
09/29/15,Consumer,Mid-Town,Tools,25.02,2015
09/30/15,Consumer,East,Appliances,308.22,2015
09/30/15,Contractor,West,Landscaping,138.26,2015
09/30/15,Contractor,West,Materials,43.69,2015
09/30/15,Contractor,West,Materials,45.74,2015
09/30/15,Consumer,West,Materials,12.59,2015
09/30/15,Consumer,West,Electrical,1.31,2015
09/30/15,Consumer,West,Materials,4.65,2015
09/30/15,Consumer,East,Materials,293.73,2015
09/30/15,Contractor,West,Materials,189.87,2015
09/30/15,Contractor,West,Materials,85.06,2015
09/30/15,Contractor,West,Materials,50.49,2015
10/03/15,Home Builder,East,Appliances,312.06,2015
10/03/15,Consumer,Mid-Town,Appliances,108.98,2015
10/03/15,Consumer,West,Appliances,595.71,2015
10/03/15,Contractor,West,Materials,146.40,2015
10/03/15,Home Builder,East,Materials,22.50,2015
10/03/15,Consumer,Mid-Town,Materials,3.14,2015
10/04/15,Contractor,East,Appliances,196.30,2015
10/04/15,Consumer,West,Appliances,503.98,2015
10/04/15,Consumer,West,Appliances,153.16,2015
10/04/15,Contractor,West,Materials,58.08,2015
10/04/15,Contractor,East,Materials,96.75,2015
10/04/15,Contractor,East,Materials,53.16,2015
10/04/15,Home Builder,West,Materials,275.75,2015
10/04/15,Home Builder,South,Materials,7.61,2015
10/04/15,Consumer,West,Materials,12.04,2015
10/04/15,Consumer,West,Materials,55.18,2015
10/04/15,Contractor,East,Materials,27.11,2015
10/04/15,Consumer,East,Materials,19.49,2015
10/04/15,Consumer,East,Materials,7.61,2015
10/04/15,Consumer,West,Materials,11.15,2015
10/04/15,Consumer,West,Tools,11.24,2015
10/05/15,Consumer,East,Appliances,124.05,2015
10/05/15,Consumer,East,Appliances,149.42,2015
10/05/15,Consumer,East,Materials,32.19,2015
10/05/15,Contractor,East,Materials,16.06,2015
10/05/15,Consumer,East,Tools,35.72,2015
10/05/15,Consumer,West,Tools,120.72,2015
10/06/15,Consumer,West,Materials,27.29,2015
10/06/15,Home Builder,East,Materials,20.94,2015
10/06/15,Contractor,South,Tools,393.20,2015
10/06/15,Home Builder,East,Tools,69.49,2015
10/07/15,Consumer,East,Appliances,153.37,2015
10/07/15,Consumer,East,Appliances,288.33,2015
10/07/15,Home Builder,South,Materials,47.12,2015
10/07/15,Home Builder,South,Materials,29.99,2015
10/07/15,Contractor,East,Materials,80.65,2015
10/07/15,Consumer,West,Tools,66.41,2015
10/07/15,Consumer,West,Tools,291.22,2015
10/10/15,Consumer,Mid-Town,Materials,3.54,2015
10/10/15,Consumer,West,Landscaping,146.18,2015
10/10/15,Contractor,Mid-Town,Tools,74.96,2015
10/11/15,Consumer,East,Appliances,657.24,2015
10/11/15,Contractor,Mid-Town,Appliances,620.18,2015
10/11/15,Contractor,Mid-Town,Electrical,130.03,2015
10/11/15,Consumer,South,Materials,31.05,2015
10/11/15,Consumer,East,Materials,25.59,2015
10/11/15,Contractor,Mid-Town,Materials,57.98,2015
10/11/15,Contractor,Mid-Town,Materials,29.99,2015
10/11/15,Consumer,South,Materials,1.92,2015
10/11/15,Consumer,South,Materials,11.44,2015
10/11/15,Consumer,South,Materials,38.50,2015
10/11/15,Consumer,Mid-Town,Materials,269.99,2015
10/11/15,Consumer,Mid-Town,Tools,390.02,2015
10/12/15,Contractor,West,Materials,47.17,2015
10/12/15,Consumer,South,Materials,1891.71,2015
10/12/15,Consumer,Mid-Town,Materials,8.25,2015
10/12/15,Contractor,West,Materials,31.98,2015
10/12/15,Contractor,West,Tools,362.37,2015
10/13/15,Consumer,East,Appliances,133.23,2015
10/13/15,Consumer,South,Materials,22.82,2015
10/13/15,Consumer,South,Tools,957.60,2015
10/14/15,Home Builder,East,Appliances,172.04,2015
10/14/15,Consumer,Mid-Town,Appliances,135.93,2015
10/14/15,Consumer,Mid-Town,Appliances,282.44,2015
10/14/15,Consumer,West,Appliances,118.00,2015
10/14/15,Home Builder,East,Materials,52.10,2015
10/14/15,Home Builder,East,Materials,20.23,2015
10/14/15,Consumer,Mid-Town,Materials,12.68,2015
10/14/15,Consumer,West,Materials,82.03,2015
10/14/15,Home Builder,East,Tools,899.26,2015
10/14/15,Home Builder,East,Tools,626.56,2015
10/14/15,Consumer,East,Tools,209.74,2015
10/15/15,Consumer,South,Appliances,183.95,2015
10/15/15,Consumer,South,Tools,296.58,2015
10/17/15,Home Builder,Mid-Town,Appliances,356.96,2015
10/17/15,Consumer,Mid-Town,Appliances,264.09,2015
10/17/15,Consumer,Mid-Town,Materials,5.56,2015
10/17/15,Home Builder,Mid-Town,Materials,4.51,2015
10/17/15,Home Builder,Mid-Town,Materials,4.04,2015
10/17/15,Consumer,Mid-Town,Tools,2453.55,2015
10/17/15,Consumer,Mid-Town,Tools,17.37,2015
10/17/15,Consumer,Mid-Town,Tools,134.00,2015
10/18/15,Contractor,East,Appliances,825.07,2015
10/19/15,Consumer,West,Materials,78.00,2015
10/20/15,Home Builder,Mid-Town,Appliances,129.08,2015
10/20/15,Consumer,West,Appliances,249.79,2015
10/20/15,Home Builder,Mid-Town,Materials,73.37,2015
10/20/15,Consumer,West,Materials,18.18,2015
10/20/15,Consumer,West,Tools,10.32,2015
10/21/15,Contractor,Mid-Town,Landscaping,150.00,2015
10/21/15,Home Builder,West,Appliances,270.07,2015
10/21/15,Consumer,East,Materials,35.82,2015
10/21/15,Contractor,Mid-Town,Electrical,38.36,2015
10/21/15,Home Builder,West,Materials,1640.80,2015
10/21/15,Consumer,Mid-Town,Materials,1.96,2015
10/22/15,Contractor,West,Appliances,244.77,2015
10/22/15,Consumer,East,Materials,25.05,2015
10/22/15,Contractor,West,Tools,16.66,2015
10/22/15,Consumer,West,Tools,74.88,2015
10/22/15,Consumer,West,Tools,365.06,2015
10/24/15,Consumer,Mid-Town,Materials,5.42,2015
10/24/15,Consumer,South,Materials,9.97,2015
10/25/15,Consumer,West,Appliances,148.53,2015
10/25/15,Consumer,South,Appliances,156.20,2015
10/25/15,Consumer,South,Appliances,112.15,2015
10/25/15,Consumer,Mid-Town,Appliances,154.90,2015
10/25/15,Consumer,Mid-Town,Appliances,494.38,2015
10/25/15,Consumer,West,Materials,11.82,2015
10/25/15,Consumer,West,Materials,12.01,2015
10/25/15,Consumer,South,Materials,10.90,2015
10/25/15,Contractor,West,Materials,3.74,2015
10/25/15,Consumer,Mid-Town,Materials,36.52,2015
10/25/15,Consumer,Mid-Town,Materials,60.97,2015
10/25/15,Consumer,Mid-Town,Materials,6.10,2015
10/25/15,Consumer,West,Tools,240.90,2015
10/25/15,Consumer,West,Tools,192.25,2015
10/25/15,Consumer,West,Tools,842.68,2015
10/26/15,Contractor,Mid-Town,Materials,15.62,2015
10/26/15,Contractor,Mid-Town,Materials,10.45,2015
10/26/15,Home Builder,Mid-Town,Materials,3.71,2015
10/26/15,Contractor,Mid-Town,Tools,347.41,2015
10/26/15,Home Builder,West,Tools,454.53,2015
10/27/15,Contractor,East,Appliances,159.20,2015
10/27/15,Consumer,West,Materials,62.26,2015
10/27/15,Consumer,West,Materials,79.46,2015
10/27/15,Consumer,West,Tools,253.20,2015
10/27/15,Contractor,East,Tools,291.34,2015
10/27/15,Contractor,West,Tools,623.10,2015
10/28/15,Contractor,West,Appliances,112.97,2015
10/28/15,Contractor,West,Appliances,169.41,2015
10/28/15,Contractor,West,Materials,5.88,2015
10/28/15,Contractor,West,Materials,146.64,2015
10/28/15,Contractor,West,Materials,131.97,2015
10/28/15,Contractor,West,Materials,203.93,2015
10/28/15,Contractor,West,Materials,14.38,2015
10/28/15,Contractor,West,Materials,718.69,2015
10/30/15,Consumer,South,Materials,10.91,2015
10/30/15,Consumer,South,Materials,36.84,2015
10/30/15,Consumer,South,Tools,24.22,2015
10/30/15,Consumer,South,Tools,33.39,2015
10/31/15,Contractor,West,Electrical,33.66,2015
10/31/15,Contractor,West,Materials,211.05,2015
11/01/15,Home Builder,Mid-Town,Appliances,299.92,2015
11/01/15,Contractor,West,Landscaping,160.20,2015
11/01/15,Contractor,West,Appliances,440.11,2015
11/01/15,Contractor,West,Appliances,188.24,2015
11/01/15,Contractor,East,Appliances,1077.23,2015
11/01/15,Consumer,South,Materials,182.98,2015
11/01/15,Contractor,West,Tools,15.75,2015
11/02/15,Consumer,West,Appliances,1296.05,2015
11/02/15,Contractor,West,Materials,14.38,2015
11/02/15,Home Builder,Mid-Town,Materials,70.45,2015
11/02/15,Consumer,East,Materials,2.89,2015
11/02/15,Consumer,East,Materials,85.56,2015
11/02/15,Contractor,West,Materials,10.02,2015
11/02/15,Contractor,West,Materials,14.77,2015
11/02/15,Contractor,West,Materials,30.40,2015
11/02/15,Contractor,West,Materials,444.52,2015
11/02/15,Consumer,West,Materials,20.19,2015
11/02/15,Consumer,West,Materials,398.59,2015
11/02/15,Consumer,West,Materials,5.25,2015
11/02/15,Consumer,West,Materials,17.57,2015
11/02/15,Consumer,West,Materials,29.96,2015
11/02/15,Consumer,West,Materials,47.17,2015
11/02/15,Consumer,West,Tools,323.42,2015
11/02/15,Consumer,West,Tools,425.93,2015
11/03/15,Home Builder,East,Appliances,136.77,2015
11/03/15,Contractor,East,Appliances,105.23,2015
11/03/15,Consumer,East,Appliances,143.05,2015
11/03/15,Consumer,East,Appliances,1400.00,2015
11/03/15,Consumer,East,Appliances,504.01,2015
11/03/15,Home Builder,East,Materials,3.39,2015
11/03/15,Consumer,East,Materials,13.73,2015
11/03/15,Consumer,West,Materials,8.09,2015
11/03/15,Consumer,East,Tools,260.03,2015
11/03/15,Consumer,South,Tools,308.00,2015
11/03/15,Consumer,East,Tools,327.61,2015
11/03/15,Consumer,East,Tools,205.40,2015
11/04/15,Consumer,West,Appliances,447.95,2015
11/04/15,Contractor,Mid-Town,Appliances,348.15,2015
11/04/15,Consumer,West,Materials,117.61,2015
11/04/15,Consumer,West,Materials,12.23,2015
11/04/15,Contractor,Mid-Town,Materials,31.43,2015
11/04/15,Consumer,South,Materials,197.95,2015
11/04/15,Consumer,West,Tools,1038.89,2015
11/04/15,Consumer,East,Tools,109.81,2015
11/04/15,Consumer,West,Tools,97.17,2015
11/04/15,Consumer,West,Tools,512.76,2015
11/04/15,Home Builder,East,Tools,2621.53,2015
11/05/15,Home Builder,West,Appliances,1213.06,2015
11/05/15,Home Builder,West,Appliances,190.21,2015
11/05/15,Contractor,Mid-Town,Electrical,6.81,2015
11/05/15,Home Builder,West,Tools,42.81,2015
